player,master_elo,elite_status,primary_position,position_name,is_goalkeeper,position_games,total_actions,momentum_factor,saves,penalty_saves,goals_against,save_percentage
Marcus Midtgaard SØRENSENBold erobret,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Benjamin WALSØE,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Sebastian SEIFERT,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Aleksander Selmar PEDERSENBold erobret,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Kristian ASMUSSEN,1199.6,NORMAL,MV,Målvogter,True,1,1,1.0,45,7,100,31.0
Mikkel Søndergaard HELQVIST,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jesper BACH FREDIN,1199.6,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Thomas Sommer ARNOLDSENBold erobret,1199.6,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Morten Linaa LIBAK,1199.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Ole DAMGAARD,1199.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Andreas René SØRENSEN,1199.5,NORMAL,HF,Højre fløj,False,1,2,1.0,0,0,0,0.0
Jimmi ELMGAARD,1199.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Hector VILLADSEN,1199.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Moussa Lihn DEMBELE,1199.5,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Kasper Dan JØRGENSEN,1199.5,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Oliver HAMANN-BOERITHS,1199.4,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jørgen JØRGENSEN,1199.4,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Peter Bredsdorff LARSEN,1199.3,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Lars Porskær MØLLER,1199.3,NORMAL,HF,Højre fløj,False,4,4,0.999,0,0,0,0.0
Malthe KRONBORG,1199.3,NORMAL,MV,Målvogter,True,3,3,0.998,4,2,18,18.2
Jacob Dam DALAGER,1199.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Sørenn RASMUSSEN,1199.2,NORMAL,MV,Målvogter,True,1,1,1.0,74,2,150,33.0
John HEINZE,1199.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Tim Hjorth RANTALA,1199.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Búi D. POULSEN,1199.2,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Kristoffer FRANK,1199.2,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Jesper HOLM,1199.1,NORMAL,HF,Højre fløj,False,4,4,0.999,0,0,0,0.0
Nikolai Emil KELLER,1199.1,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Rasmus BERTELSEN,1199.1,NORMAL,HF,Højre fløj,False,59,71,0.999,0,0,0,0.0
Arne DAMGAARD,1199.0,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Lars Lynge WALTHER,1199.0,NORMAL,HF,Højre fløj,False,4,4,0.999,0,0,0,0.0
Patrekur JÓHANNESSON,1199.0,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Jacob VINHOLT,1199.0,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Harald PEDERSEN,1199.0,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Jan Leslie LUND,1199.0,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Lauge Danelund HEMMINGSEN,1199.0,NORMAL,HF,Højre fløj,False,3,4,0.998,0,0,0,0.0
Ian Marko FOG,1199.0,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Mathias MADSEN,1198.9,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Kasper Søndergaard SARUP,1198.9,NORMAL,HF,Højre fløj,False,6,6,0.999,0,0,0,0.0
Kasper SØNDERGAARD SARUP,1198.9,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Ulf SIVERTSSON,1198.8,NORMAL,HF,Højre fløj,False,5,5,0.999,0,0,0,0.0
Ryan ZINGLERSEN,1198.8,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Frederik Møller CHRISTOFFERSEN,1198.8,NORMAL,HF,Højre fløj,False,2,3,0.998,0,0,0,0.0
Claus LYNGSØE,1198.8,NORMAL,HF,Højre fløj,False,5,5,0.999,0,0,0,0.0
Mathias Tang ANDERSEN,1198.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Daniel GLUD,1198.8,NORMAL,HF,Højre fløj,False,1,1,1.0,0,0,0,0.0
Lars RASMUSSEN,1198.8,NORMAL,HF,Højre fløj,False,4,4,0.998,0,0,0,0.0
Leon HENRIKSEN,1198.7,NORMAL,HF,Højre fløj,False,5,5,0.998,0,0,0,0.0
Mikkel Voigt FREDERIKSEN,1198.6,NORMAL,HF,Højre fløj,False,5,5,0.998,0,0,0,0.0
Rasmus Schmidt LIND,1198.6,NORMAL,MV,Målvogter,True,1,1,1.0,89,0,201,30.7
Kristian HINDØ,1198.6,NORMAL,HF,Højre fløj,False,2,2,1.0,0,0,0,0.0
Jan PAULSEN,1198.5,NORMAL,HF,Højre fløj,False,6,6,0.999,0,0,0,0.0
Torbjørn SITTRUP BERGERUD,1198.3,NORMAL,MV,Målvogter,True,3,3,0.997,76,2,133,36.4
Klavs Bruun JØRGENSEN,1198.1,NORMAL,HF,Højre fløj,False,10,10,0.998,0,0,0,0.0
Simon DAHL,1198.1,NORMAL,HF,Højre fløj,False,9,9,0.998,0,0,0,0.0
Søren Reinholdt HANSEN,1197.9,NORMAL,HF,Højre fløj,False,8,8,0.998,0,0,0,0.0
Daniel ASTRUP,1197.8,NORMAL,HF,Højre fløj,False,3,3,0.996,0,0,0,0.0
Nicolej MØLDRUP KRICKAU,1197.8,NORMAL,HF,Højre fløj,False,7,7,0.998,0,0,0,0.0
Nicolas Lundbye KRISTIANSENBold erobret,1197.8,NORMAL,HF,Højre fløj,False,3,3,0.995,0,0,0,0.0
Torben SØRENSEN,1197.7,NORMAL,HF,Højre fløj,False,8,8,0.998,0,0,0,0.0
Andreas TOUDAHL,1197.6,NORMAL,HF,Højre fløj,False,11,11,0.999,0,0,0,0.0
Claus DALGAARD-HANSEN,1197.6,NORMAL,HF,Højre fløj,False,7,7,0.998,0,0,0,0.0
Lasse BOESEN,1197.5,NORMAL,HF,Højre fløj,False,9,9,0.998,0,0,0,0.0
Jan PYTLICK,1197.5,NORMAL,HF,Højre fløj,False,13,13,0.999,0,0,0,0.0
Lars Kjær KRARUP,1197.3,NORMAL,HF,Højre fløj,False,11,11,0.998,0,0,0,0.0
Jeppe Johann JONASSON,1197.2,NORMAL,HF,Højre fløj,False,19,20,1.001,0,0,0,0.0
Bold erobret,1197.1,NORMAL,HF,Højre fløj,False,5,5,0.996,0,0,0,0.0
Kenneth Eugen OLSEN,1197.0,NORMAL,HF,Højre fløj,False,10,10,0.998,0,0,0,0.0
Halldor Johann SIGFUSSON,1197.0,NORMAL,HF,Højre fløj,False,12,12,0.999,0,0,0,0.0
Mathias BENDIXEN MADSEN,1197.0,NORMAL,HF,Højre fløj,False,12,12,0.999,0,0,0,0.0
Aron KRISTJANSSON,1196.9,NORMAL,HF,Højre fløj,False,14,14,0.999,0,0,0,0.0
Ole NØRGAARD,1196.7,NORMAL,HF,Højre fløj,False,10,10,0.997,0,0,0,0.0
Laurids Søgaard PETERSEN,1196.7,NORMAL,HF,Højre fløj,False,14,14,0.999,0,0,0,0.0
Kristian Boldrup KRISTENSEN,1196.4,NORMAL,HF,Højre fløj,False,13,13,0.998,0,0,0,0.0
Erik Veje RASMUSSEN,1196.3,NORMAL,HF,Højre fløj,False,14,14,0.999,0,0,0,0.0
Ian MARKO FOG,1196.1,NORMAL,HF,Højre fløj,False,7,7,0.995,0,0,0,0.0
Lars FREDERIKSEN,1196.0,NORMAL,HF,Højre fløj,False,18,18,0.998,0,0,0,0.0
Arnór ATLASON,1195.9,NORMAL,HF,Højre fløj,False,15,15,0.998,0,0,0,0.0
Henrik KRONBORG,1195.2,NORMAL,HF,Højre fløj,False,21,21,0.998,0,0,0,0.0
Kasper NIELSEN,1195.0,NORMAL,HF,Højre fløj,False,19,20,0.994,0,0,0,0.0
Peter BREDSDORFF-LARSEN,1194.6,NORMAL,HF,Højre fløj,False,21,21,0.999,0,0,0,0.0
Malthe DAMGAARD,1194.1,NORMAL,HF,Højre fløj,False,28,30,1.0,0,0,0,0.0
Dennis Bo JENSEN,1194.0,NORMAL,HF,Højre fløj,False,24,24,0.999,0,0,0,0.0
Marc UHD,1193.7,NORMAL,HF,Højre fløj,False,27,27,0.998,0,0,0,0.0
Rasmus Glad VANDBÆK,1193.7,NORMAL,HF,Højre fløj,False,25,25,0.998,0,0,0,0.0
Mads THOMSEN,1193.0,NORMAL,HF,Højre fløj,False,28,31,0.997,0,0,0,0.0
Niels AGESEN,1192.3,NORMAL,HF,Højre fløj,False,32,32,0.998,0,0,0,0.0
Gudmundur GUDMUNDSSON,1192.2,NORMAL,HF,Højre fløj,False,28,28,0.999,0,0,0,0.0
Patrick WESTERHOLM,1191.9,NORMAL,HF,Højre fløj,False,31,31,0.998,0,0,0,0.0
Kristian KRISTENSEN,1191.8,NORMAL,HF,Højre fløj,False,32,32,0.998,0,0,0,0.0
Claus UHRENHOLT,1191.7,NORMAL,HF,Højre fløj,False,35,35,0.999,0,0,0,0.0
Anders Lentz THOMSEN,1191.5,NORMAL,HF,Højre fløj,False,27,27,0.998,0,0,0,0.0
Simon Schøler Raadahl SØRENSEN,1191.3,NORMAL,HF,Højre fløj,False,40,40,0.998,0,0,0,0.0
Kasper CHRISTENSEN,1190.7,NORMAL,HF,Højre fløj,False,37,37,0.999,0,0,0,0.0
Søren Reinholdt Søndergaard HANSEN,1190.6,NORMAL,HF,Højre fløj,False,37,37,0.998,0,0,0,0.0
Kristoffer JESSEN,1189.8,NORMAL,HF,Højre fløj,False,54,58,0.998,0,0,0,0.0
Matthias SMED,1189.4,NORMAL,HF,Højre fløj,False,135,143,1.004,0,0,0,0.0
Jesper HOUMARK,1188.8,NORMAL,HF,Højre fløj,False,38,38,0.999,0,0,0,0.0
Nicolej Møldrup KRICKAU,1188.7,NORMAL,HF,Højre fløj,False,45,45,0.999,0,0,0,0.0
Nick RASMUSSEN,1187.4,NORMAL,HF,Højre fløj,False,40,40,0.998,0,0,0,0.0
Christian DALMOSE,1186.9,NORMAL,HF,Højre fløj,False,39,39,0.999,0,0,0,0.0
Anders MOSE,1186.6,NORMAL,HF,Højre fløj,False,54,55,1.0,0,0,0,0.0
Stefan MADSEN,1186.3,NORMAL,HF,Højre fløj,False,52,52,0.998,0,0,0,0.0
Nicolej KRICKAU,1181.6,NORMAL,HF,Højre fløj,False,62,62,0.997,0,0,0,0.0
Klaus THOMSEN,1150.0,NORMAL,HF,Højre fløj,False,121,127,1.0,0,0,0,0.0
